group_name,label,exterior_image,interior_image,exterior_path,interior_path
JD16737_vs_JD17523_sample2,1,JD16737_vs_JD17523_sample2_exterior.png,JD16737_vs_JD17523_sample2_interior.png,real_match\JD16737_vs_JD17523_sample2_exterior.png,real_match\JD16737_vs_JD17523_sample2_interior.png
JD16870_vs_JD17104,1,JD16870_vs_JD17104_exterior.png,JD16870_vs_JD17104_interior.png,real_match\JD16870_vs_JD17104_exterior.png,real_match\JD16870_vs_JD17104_interior.png
JD16894_vs_JD17014,1,JD16894_vs_JD17014_exterior.png,JD16894_vs_JD17014_interior.png,real_match\JD16894_vs_JD17014_exterior.png,real_match\JD16894_vs_JD17014_interior.png
JD16894_vs_JD17014_sample0,1,JD16894_vs_JD17014_sample0_exterior.png,JD16894_vs_JD17014_sample0_interior.png,real_match\JD16894_vs_JD17014_sample0_exterior.png,real_match\JD16894_vs_JD17014_sample0_interior.png
JD17018_vs_JD12978_sample3,1,JD17018_vs_JD12978_sample3_exterior.png,JD17018_vs_JD12978_sample3_interior.png,real_match\JD17018_vs_JD12978_sample3_exterior.png,real_match\JD17018_vs_JD12978_sample3_interior.png
JD17622_vs_JD13116_sample4,1,JD17622_vs_JD13116_sample4_exterior.png,JD17622_vs_JD13116_sample4_interior.png,real_match\JD17622_vs_JD13116_sample4_exterior.png,real_match\JD17622_vs_JD13116_sample4_interior.png
JDX-100_vs_JDX-97_sample18,1,JDX-100_vs_JDX-97_sample18_exterior.png,JDX-100_vs_JDX-97_sample18_interior.png,real_match\JDX-100_vs_JDX-97_sample18_exterior.png,real_match\JDX-100_vs_JDX-97_sample18_interior.png
JDX-100_vs_JDX-98_sample8,1,JDX-100_vs_JDX-98_sample8_exterior.png,JDX-100_vs_JDX-98_sample8_interior.png,real_match\JDX-100_vs_JDX-98_sample8_exterior.png,real_match\JDX-100_vs_JDX-98_sample8_interior.png
JDX-103_vs_JDX-106_sample21,1,JDX-103_vs_JDX-106_sample21_exterior.png,JDX-103_vs_JDX-106_sample21_interior.png,real_match\JDX-103_vs_JDX-106_sample21_exterior.png,real_match\JDX-103_vs_JDX-106_sample21_interior.png
JDX-104_vs_JDX-106_sample14,1,JDX-104_vs_JDX-106_sample14_exterior.png,JDX-104_vs_JDX-106_sample14_interior.png,real_match\JDX-104_vs_JDX-106_sample14_exterior.png,real_match\JDX-104_vs_JDX-106_sample14_interior.png
JDX-106_vs_JDX-108_sample4,1,JDX-106_vs_JDX-108_sample4_exterior.png,JDX-106_vs_JDX-108_sample4_interior.png,real_match\JDX-106_vs_JDX-108_sample4_exterior.png,real_match\JDX-106_vs_JDX-108_sample4_interior.png
JDX-109_vs_JDX-110_sample2,1,JDX-109_vs_JDX-110_sample2_exterior.png,JDX-109_vs_JDX-110_sample2_interior.png,real_match\JDX-109_vs_JDX-110_sample2_exterior.png,real_match\JDX-109_vs_JDX-110_sample2_interior.png
JDX-10_vs_JDX-11_sample3,1,JDX-10_vs_JDX-11_sample3_exterior.png,JDX-10_vs_JDX-11_sample3_interior.png,real_match\JDX-10_vs_JDX-11_sample3_exterior.png,real_match\JDX-10_vs_JDX-11_sample3_interior.png
JDX-10_vs_JDX-15_sample22,1,JDX-10_vs_JDX-15_sample22_exterior.png,JDX-10_vs_JDX-15_sample22_interior.png,real_match\JDX-10_vs_JDX-15_sample22_exterior.png,real_match\JDX-10_vs_JDX-15_sample22_interior.png
JDX-110_vs_JDX-111_sample15,1,JDX-110_vs_JDX-111_sample15_exterior.png,JDX-110_vs_JDX-111_sample15_interior.png,real_match\JDX-110_vs_JDX-111_sample15_exterior.png,real_match\JDX-110_vs_JDX-111_sample15_interior.png
JDX-112_vs_JDX-113_sample2,1,JDX-112_vs_JDX-113_sample2_exterior.png,JDX-112_vs_JDX-113_sample2_interior.png,real_match\JDX-112_vs_JDX-113_sample2_exterior.png,real_match\JDX-112_vs_JDX-113_sample2_interior.png
JDX-114_vs_JDX-115_sample20,1,JDX-114_vs_JDX-115_sample20_exterior.png,JDX-114_vs_JDX-115_sample20_interior.png,real_match\JDX-114_vs_JDX-115_sample20_exterior.png,real_match\JDX-114_vs_JDX-115_sample20_interior.png
JDX-114_vs_JDX-116_sample12,1,JDX-114_vs_JDX-116_sample12_exterior.png,JDX-114_vs_JDX-116_sample12_interior.png,real_match\JDX-114_vs_JDX-116_sample12_exterior.png,real_match\JDX-114_vs_JDX-116_sample12_interior.png
JDX-119_vs_JDX-120_sample18,1,JDX-119_vs_JDX-120_sample18_exterior.png,JDX-119_vs_JDX-120_sample18_interior.png,real_match\JDX-119_vs_JDX-120_sample18_exterior.png,real_match\JDX-119_vs_JDX-120_sample18_interior.png
JDX-121_vs_JDX-122_sample22,1,JDX-121_vs_JDX-122_sample22_exterior.png,JDX-121_vs_JDX-122_sample22_interior.png,real_match\JDX-121_vs_JDX-122_sample22_exterior.png,real_match\JDX-121_vs_JDX-122_sample22_interior.png
JDX-123_vs_JDX-127_sample11,1,JDX-123_vs_JDX-127_sample11_exterior.png,JDX-123_vs_JDX-127_sample11_interior.png,real_match\JDX-123_vs_JDX-127_sample11_exterior.png,real_match\JDX-123_vs_JDX-127_sample11_interior.png
JDX-124_vs_JDX-125_sample21,1,JDX-124_vs_JDX-125_sample21_exterior.png,JDX-124_vs_JDX-125_sample21_interior.png,real_match\JDX-124_vs_JDX-125_sample21_exterior.png,real_match\JDX-124_vs_JDX-125_sample21_interior.png
JDX-124_vs_JDX-126_sample13,1,JDX-124_vs_JDX-126_sample13_exterior.png,JDX-124_vs_JDX-126_sample13_interior.png,real_match\JDX-124_vs_JDX-126_sample13_exterior.png,real_match\JDX-124_vs_JDX-126_sample13_interior.png
JDX-126_vs_JDX-127_sample4,1,JDX-126_vs_JDX-127_sample4_exterior.png,JDX-126_vs_JDX-127_sample4_interior.png,real_match\JDX-126_vs_JDX-127_sample4_exterior.png,real_match\JDX-126_vs_JDX-127_sample4_interior.png
JDX-128_vs_JDX-129_sample14,1,JDX-128_vs_JDX-129_sample14_exterior.png,JDX-128_vs_JDX-129_sample14_interior.png,real_match\JDX-128_vs_JDX-129_sample14_exterior.png,real_match\JDX-128_vs_JDX-129_sample14_interior.png
JDX-128_vs_JDX-130_sample19,1,JDX-128_vs_JDX-130_sample19_exterior.png,JDX-128_vs_JDX-130_sample19_interior.png,real_match\JDX-128_vs_JDX-130_sample19_exterior.png,real_match\JDX-128_vs_JDX-130_sample19_interior.png
JDX-12_vs_JDX-13_sample8,1,JDX-12_vs_JDX-13_sample8_exterior.png,JDX-12_vs_JDX-13_sample8_interior.png,real_match\JDX-12_vs_JDX-13_sample8_exterior.png,real_match\JDX-12_vs_JDX-13_sample8_interior.png
JDX-12_vs_JDX-5_sample10,1,JDX-12_vs_JDX-5_sample10_exterior.png,JDX-12_vs_JDX-5_sample10_interior.png,real_match\JDX-12_vs_JDX-5_sample10_exterior.png,real_match\JDX-12_vs_JDX-5_sample10_interior.png
JDX-130_vs_JDX-131_sample7,1,JDX-130_vs_JDX-131_sample7_exterior.png,JDX-130_vs_JDX-131_sample7_interior.png,real_match\JDX-130_vs_JDX-131_sample7_exterior.png,real_match\JDX-130_vs_JDX-131_sample7_interior.png
JDX-130_vs_JDX-132_sample20,1,JDX-130_vs_JDX-132_sample20_exterior.png,JDX-130_vs_JDX-132_sample20_interior.png,real_match\JDX-130_vs_JDX-132_sample20_exterior.png,real_match\JDX-130_vs_JDX-132_sample20_interior.png
JDX-131_vs_JDX-132_sample21,1,JDX-131_vs_JDX-132_sample21_exterior.png,JDX-131_vs_JDX-132_sample21_interior.png,real_match\JDX-131_vs_JDX-132_sample21_exterior.png,real_match\JDX-131_vs_JDX-132_sample21_interior.png
JDX-133_vs_JDX-134_sample11,1,JDX-133_vs_JDX-134_sample11_exterior.png,JDX-133_vs_JDX-134_sample11_interior.png,real_match\JDX-133_vs_JDX-134_sample11_exterior.png,real_match\JDX-133_vs_JDX-134_sample11_interior.png
JDX-135_vs_JDX-139_sample18,1,JDX-135_vs_JDX-139_sample18_exterior.png,JDX-135_vs_JDX-139_sample18_interior.png,real_match\JDX-135_vs_JDX-139_sample18_exterior.png,real_match\JDX-135_vs_JDX-139_sample18_interior.png
JDX-136_vs_JDX-137_sample1,1,JDX-136_vs_JDX-137_sample1_exterior.png,JDX-136_vs_JDX-137_sample1_interior.png,real_match\JDX-136_vs_JDX-137_sample1_exterior.png,real_match\JDX-136_vs_JDX-137_sample1_interior.png
JDX-138_vs_JDX-141_sample19,1,JDX-138_vs_JDX-141_sample19_exterior.png,JDX-138_vs_JDX-141_sample19_interior.png,real_match\JDX-138_vs_JDX-141_sample19_exterior.png,real_match\JDX-138_vs_JDX-141_sample19_interior.png
JDX-139_vs_JDX-141_sample1,1,JDX-139_vs_JDX-141_sample1_exterior.png,JDX-139_vs_JDX-141_sample1_interior.png,real_match\JDX-139_vs_JDX-141_sample1_exterior.png,real_match\JDX-139_vs_JDX-141_sample1_interior.png
JDX-140_vs_JDX-141_sample2,1,JDX-140_vs_JDX-141_sample2_exterior.png,JDX-140_vs_JDX-141_sample2_interior.png,real_match\JDX-140_vs_JDX-141_sample2_exterior.png,real_match\JDX-140_vs_JDX-141_sample2_interior.png
JDX-142_vs_JDX-144_sample13,1,JDX-142_vs_JDX-144_sample13_exterior.png,JDX-142_vs_JDX-144_sample13_interior.png,real_match\JDX-142_vs_JDX-144_sample13_exterior.png,real_match\JDX-142_vs_JDX-144_sample13_interior.png
JDX-143_vs_JDX-144_sample21,1,JDX-143_vs_JDX-144_sample21_exterior.png,JDX-143_vs_JDX-144_sample21_interior.png,real_match\JDX-143_vs_JDX-144_sample21_exterior.png,real_match\JDX-143_vs_JDX-144_sample21_interior.png
JDX-15_vs_JDX-8_sample11,1,JDX-15_vs_JDX-8_sample11_exterior.png,JDX-15_vs_JDX-8_sample11_interior.png,real_match\JDX-15_vs_JDX-8_sample11_exterior.png,real_match\JDX-15_vs_JDX-8_sample11_interior.png
JDX-16_vs_JDX-17_sample2,1,JDX-16_vs_JDX-17_sample2_exterior.png,JDX-16_vs_JDX-17_sample2_interior.png,real_match\JDX-16_vs_JDX-17_sample2_exterior.png,real_match\JDX-16_vs_JDX-17_sample2_interior.png
JDX-18_vs_JDX-19_sample7,1,JDX-18_vs_JDX-19_sample7_exterior.png,JDX-18_vs_JDX-19_sample7_interior.png,real_match\JDX-18_vs_JDX-19_sample7_exterior.png,real_match\JDX-18_vs_JDX-19_sample7_interior.png
JDX-20_vs_JDX-21_sample17,1,JDX-20_vs_JDX-21_sample17_exterior.png,JDX-20_vs_JDX-21_sample17_interior.png,real_match\JDX-20_vs_JDX-21_sample17_exterior.png,real_match\JDX-20_vs_JDX-21_sample17_interior.png
JDX-22_vs_JDX-23_sample2,1,JDX-22_vs_JDX-23_sample2_exterior.png,JDX-22_vs_JDX-23_sample2_interior.png,real_match\JDX-22_vs_JDX-23_sample2_exterior.png,real_match\JDX-22_vs_JDX-23_sample2_interior.png
JDX-24_vs_JDX-26_sample5,1,JDX-24_vs_JDX-26_sample5_exterior.png,JDX-24_vs_JDX-26_sample5_interior.png,real_match\JDX-24_vs_JDX-26_sample5_exterior.png,real_match\JDX-24_vs_JDX-26_sample5_interior.png
JDX-25_vs_JDX-28_sample6,1,JDX-25_vs_JDX-28_sample6_exterior.png,JDX-25_vs_JDX-28_sample6_interior.png,real_match\JDX-25_vs_JDX-28_sample6_exterior.png,real_match\JDX-25_vs_JDX-28_sample6_interior.png
JDX-27_vs_JDX-29_sample12,1,JDX-27_vs_JDX-29_sample12_exterior.png,JDX-27_vs_JDX-29_sample12_interior.png,real_match\JDX-27_vs_JDX-29_sample12_exterior.png,real_match\JDX-27_vs_JDX-29_sample12_interior.png
JDX-30_vs_JDX-31_sample9,1,JDX-30_vs_JDX-31_sample9_exterior.png,JDX-30_vs_JDX-31_sample9_interior.png,real_match\JDX-30_vs_JDX-31_sample9_exterior.png,real_match\JDX-30_vs_JDX-31_sample9_interior.png
JDX-31_vs_JDX-32_sample13,1,JDX-31_vs_JDX-32_sample13_exterior.png,JDX-31_vs_JDX-32_sample13_interior.png,real_match\JDX-31_vs_JDX-32_sample13_exterior.png,real_match\JDX-31_vs_JDX-32_sample13_interior.png
JDX-33_vs_JDX-36_sample9,1,JDX-33_vs_JDX-36_sample9_exterior.png,JDX-33_vs_JDX-36_sample9_interior.png,real_match\JDX-33_vs_JDX-36_sample9_exterior.png,real_match\JDX-33_vs_JDX-36_sample9_interior.png
JDX-33_vs_JDX-37_sample18,1,JDX-33_vs_JDX-37_sample18_exterior.png,JDX-33_vs_JDX-37_sample18_interior.png,real_match\JDX-33_vs_JDX-37_sample18_exterior.png,real_match\JDX-33_vs_JDX-37_sample18_interior.png
JDX-34_vs_JDX-35_sample13,1,JDX-34_vs_JDX-35_sample13_exterior.png,JDX-34_vs_JDX-35_sample13_interior.png,real_match\JDX-34_vs_JDX-35_sample13_exterior.png,real_match\JDX-34_vs_JDX-35_sample13_interior.png
JDX-34_vs_JDX-36_sample6,1,JDX-34_vs_JDX-36_sample6_exterior.png,JDX-34_vs_JDX-36_sample6_interior.png,real_match\JDX-34_vs_JDX-36_sample6_exterior.png,real_match\JDX-34_vs_JDX-36_sample6_interior.png
JDX-35_vs_JDX-36_sample3,1,JDX-35_vs_JDX-36_sample3_exterior.png,JDX-35_vs_JDX-36_sample3_interior.png,real_match\JDX-35_vs_JDX-36_sample3_exterior.png,real_match\JDX-35_vs_JDX-36_sample3_interior.png
JDX-38_vs_JDX-39_sample20,1,JDX-38_vs_JDX-39_sample20_exterior.png,JDX-38_vs_JDX-39_sample20_interior.png,real_match\JDX-38_vs_JDX-39_sample20_exterior.png,real_match\JDX-38_vs_JDX-39_sample20_interior.png
JDX-39_vs_JDX-41_sample22,1,JDX-39_vs_JDX-41_sample22_exterior.png,JDX-39_vs_JDX-41_sample22_interior.png,real_match\JDX-39_vs_JDX-41_sample22_exterior.png,real_match\JDX-39_vs_JDX-41_sample22_interior.png
JDX-42_vs_JDX-43_sample21,1,JDX-42_vs_JDX-43_sample21_exterior.png,JDX-42_vs_JDX-43_sample21_interior.png,real_match\JDX-42_vs_JDX-43_sample21_exterior.png,real_match\JDX-42_vs_JDX-43_sample21_interior.png
JDX-44_vs_JDX-45_sample6,1,JDX-44_vs_JDX-45_sample6_exterior.png,JDX-44_vs_JDX-45_sample6_interior.png,real_match\JDX-44_vs_JDX-45_sample6_exterior.png,real_match\JDX-44_vs_JDX-45_sample6_interior.png
JDX-45_vs_JDX-46_sample3,1,JDX-45_vs_JDX-46_sample3_exterior.png,JDX-45_vs_JDX-46_sample3_interior.png,real_match\JDX-45_vs_JDX-46_sample3_exterior.png,real_match\JDX-45_vs_JDX-46_sample3_interior.png
JDX-46_vs_JDX-47_sample12,1,JDX-46_vs_JDX-47_sample12_exterior.png,JDX-46_vs_JDX-47_sample12_interior.png,real_match\JDX-46_vs_JDX-47_sample12_exterior.png,real_match\JDX-46_vs_JDX-47_sample12_interior.png
JDX-48_vs_JDX-49_sample21,1,JDX-48_vs_JDX-49_sample21_exterior.png,JDX-48_vs_JDX-49_sample21_interior.png,real_match\JDX-48_vs_JDX-49_sample21_exterior.png,real_match\JDX-48_vs_JDX-49_sample21_interior.png
JDX-50_vs_JDX-51_sample1,1,JDX-50_vs_JDX-51_sample1_exterior.png,JDX-50_vs_JDX-51_sample1_interior.png,real_match\JDX-50_vs_JDX-51_sample1_exterior.png,real_match\JDX-50_vs_JDX-51_sample1_interior.png
JDX-50_vs_JDX-52_sample21,1,JDX-50_vs_JDX-52_sample21_exterior.png,JDX-50_vs_JDX-52_sample21_interior.png,real_match\JDX-50_vs_JDX-52_sample21_exterior.png,real_match\JDX-50_vs_JDX-52_sample21_interior.png
JDX-51_vs_JDX-52_sample1,1,JDX-51_vs_JDX-52_sample1_exterior.png,JDX-51_vs_JDX-52_sample1_interior.png,real_match\JDX-51_vs_JDX-52_sample1_exterior.png,real_match\JDX-51_vs_JDX-52_sample1_interior.png
JDX-53_vs_JDX-54_sample11,1,JDX-53_vs_JDX-54_sample11_exterior.png,JDX-53_vs_JDX-54_sample11_interior.png,real_match\JDX-53_vs_JDX-54_sample11_exterior.png,real_match\JDX-53_vs_JDX-54_sample11_interior.png
JDX-56_vs_JDX-57_sample12,1,JDX-56_vs_JDX-57_sample12_exterior.png,JDX-56_vs_JDX-57_sample12_interior.png,real_match\JDX-56_vs_JDX-57_sample12_exterior.png,real_match\JDX-56_vs_JDX-57_sample12_interior.png
JDX-56_vs_JDX-59_sample7,1,JDX-56_vs_JDX-59_sample7_exterior.png,JDX-56_vs_JDX-59_sample7_interior.png,real_match\JDX-56_vs_JDX-59_sample7_exterior.png,real_match\JDX-56_vs_JDX-59_sample7_interior.png
JDX-61_vs_JDX-62_sample10,1,JDX-61_vs_JDX-62_sample10_exterior.png,JDX-61_vs_JDX-62_sample10_interior.png,real_match\JDX-61_vs_JDX-62_sample10_exterior.png,real_match\JDX-61_vs_JDX-62_sample10_interior.png
JDX-62_vs_JDX-63_sample6,1,JDX-62_vs_JDX-63_sample6_exterior.png,JDX-62_vs_JDX-63_sample6_interior.png,real_match\JDX-62_vs_JDX-63_sample6_exterior.png,real_match\JDX-62_vs_JDX-63_sample6_interior.png
JDX-72_vs_JDX-75_sample5,1,JDX-72_vs_JDX-75_sample5_exterior.png,JDX-72_vs_JDX-75_sample5_interior.png,real_match\JDX-72_vs_JDX-75_sample5_exterior.png,real_match\JDX-72_vs_JDX-75_sample5_interior.png
JDX-73_vs_JDX-74_sample14,1,JDX-73_vs_JDX-74_sample14_exterior.png,JDX-73_vs_JDX-74_sample14_interior.png,real_match\JDX-73_vs_JDX-74_sample14_exterior.png,real_match\JDX-73_vs_JDX-74_sample14_interior.png
JDX-76_vs_JDX-77_sample21,1,JDX-76_vs_JDX-77_sample21_exterior.png,JDX-76_vs_JDX-77_sample21_interior.png,real_match\JDX-76_vs_JDX-77_sample21_exterior.png,real_match\JDX-76_vs_JDX-77_sample21_interior.png
JDX-77_vs_JDX-79_sample6,1,JDX-77_vs_JDX-79_sample6_exterior.png,JDX-77_vs_JDX-79_sample6_interior.png,real_match\JDX-77_vs_JDX-79_sample6_exterior.png,real_match\JDX-77_vs_JDX-79_sample6_interior.png
JDX-78_vs_JDX-79_sample22,1,JDX-78_vs_JDX-79_sample22_exterior.png,JDX-78_vs_JDX-79_sample22_interior.png,real_match\JDX-78_vs_JDX-79_sample22_exterior.png,real_match\JDX-78_vs_JDX-79_sample22_interior.png
JDX-78_vs_JDX-82_sample21,1,JDX-78_vs_JDX-82_sample21_exterior.png,JDX-78_vs_JDX-82_sample21_interior.png,real_match\JDX-78_vs_JDX-82_sample21_exterior.png,real_match\JDX-78_vs_JDX-82_sample21_interior.png
JDX-79_vs_JDX-83_sample22,1,JDX-79_vs_JDX-83_sample22_exterior.png,JDX-79_vs_JDX-83_sample22_interior.png,real_match\JDX-79_vs_JDX-83_sample22_exterior.png,real_match\JDX-79_vs_JDX-83_sample22_interior.png
JDX-7_vs_JDX-9_sample21,1,JDX-7_vs_JDX-9_sample21_exterior.png,JDX-7_vs_JDX-9_sample21_interior.png,real_match\JDX-7_vs_JDX-9_sample21_exterior.png,real_match\JDX-7_vs_JDX-9_sample21_interior.png
JDX-80_vs_JDX-81_sample18,1,JDX-80_vs_JDX-81_sample18_exterior.png,JDX-80_vs_JDX-81_sample18_interior.png,real_match\JDX-80_vs_JDX-81_sample18_exterior.png,real_match\JDX-80_vs_JDX-81_sample18_interior.png
JDX-81_vs_JDX-82_sample3,1,JDX-81_vs_JDX-82_sample3_exterior.png,JDX-81_vs_JDX-82_sample3_interior.png,real_match\JDX-81_vs_JDX-82_sample3_exterior.png,real_match\JDX-81_vs_JDX-82_sample3_interior.png
JDX-85_vs_JDX-87_sample6,1,JDX-85_vs_JDX-87_sample6_exterior.png,JDX-85_vs_JDX-87_sample6_interior.png,real_match\JDX-85_vs_JDX-87_sample6_exterior.png,real_match\JDX-85_vs_JDX-87_sample6_interior.png
JDX-86_vs_JDX-87_sample15,1,JDX-86_vs_JDX-87_sample15_exterior.png,JDX-86_vs_JDX-87_sample15_interior.png,real_match\JDX-86_vs_JDX-87_sample15_exterior.png,real_match\JDX-86_vs_JDX-87_sample15_interior.png
JDX-8_vs_JDX-9_sample17,1,JDX-8_vs_JDX-9_sample17_exterior.png,JDX-8_vs_JDX-9_sample17_interior.png,real_match\JDX-8_vs_JDX-9_sample17_exterior.png,real_match\JDX-8_vs_JDX-9_sample17_interior.png
JDX-93_vs_JDX-94_sample6,1,JDX-93_vs_JDX-94_sample6_exterior.png,JDX-93_vs_JDX-94_sample6_interior.png,real_match\JDX-93_vs_JDX-94_sample6_exterior.png,real_match\JDX-93_vs_JDX-94_sample6_interior.png
JDX-94_vs_JDX-95_sample16,1,JDX-94_vs_JDX-95_sample16_exterior.png,JDX-94_vs_JDX-95_sample16_interior.png,real_match\JDX-94_vs_JDX-95_sample16_exterior.png,real_match\JDX-94_vs_JDX-95_sample16_interior.png
JDX-94_vs_JDX-96_sample20,1,JDX-94_vs_JDX-96_sample20_exterior.png,JDX-94_vs_JDX-96_sample20_interior.png,real_match\JDX-94_vs_JDX-96_sample20_exterior.png,real_match\JDX-94_vs_JDX-96_sample20_interior.png
JDX-96_vs_JDX-97_sample10,1,JDX-96_vs_JDX-97_sample10_exterior.png,JDX-96_vs_JDX-97_sample10_interior.png,real_match\JDX-96_vs_JDX-97_sample10_exterior.png,real_match\JDX-96_vs_JDX-97_sample10_interior.png
JDX-97_vs_JDX-99_sample15,1,JDX-97_vs_JDX-99_sample15_exterior.png,JDX-97_vs_JDX-99_sample15_interior.png,real_match\JDX-97_vs_JDX-99_sample15_exterior.png,real_match\JDX-97_vs_JDX-99_sample15_interior.png
